0.808988764,0.88172043,0.884615385,0.909090909,0.811764706,0.972972973,0.952380952,0.870588235,1,0.893617021,1,0.82,0.921052632,0.76344086,0.902173913,0.831578947,0.875,0.96969697,1,0.97752809,0.76744186,0.976470588,0.838709677,0.941747573,0.894736842,0.755555556,0.847826087,0.878378378,0.731182796,0.918367347,0.886075949,0.990990991,0.976470588,0.969387755,0.818181818,0.931506849
0.719101124,0.666666667,0.858974359,0.875,0.635294118,0.554054054,0.428571429,0.894117647,0.975903614,0.829787234,0.967391304,0.8,0.815789474,0.76344086,0.847826087,0.905263158,0.635416667,0.797979798,0.826530612,0.966292135,0.709302326,0.635294118,0.870967742,0.786407767,0.894736842,0.744444444,0.739130435,0.77027027,0.634408602,0.510204082,0.82278481,0.810810811,0.823529412,0.87755102,0.875,0.821917808
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.89359004,0.076447543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.780282245,0.127172803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.775280899,0.784946237,0.717948718,0.852272727,0.717647059,0.675675676,0.976190476,0.870588235,0.915662651,0.872340426,1,0.8,0.907894737,0.677419355,0.880434783,0.810526316,0.770833333,0.949494949,0.989795918,0.988764045,0.73255814,0.952941176,0.860215054,0.932038835,0.802631579,0.755555556,0.793478261,0.824324324,0.688172043,0.765306122,0.810126582,0.90990991,0.870588235,0.908163265,0.818181818,0.945205479
0.640449438,0.591397849,0.794871795,0.772727273,0.564705882,0.554054054,0.26984127,0.764705882,0.831325301,0.79787234,0.793478261,0.8,0.710526316,0.64516129,0.77173913,0.810526316,0.625,0.767676768,0.816326531,0.91011236,0.662790698,0.635294118,0.752688172,0.669902913,0.894736842,0.733333333,0.576086957,0.648648649,0.602150538,0.326530612,0.721518987,0.666666667,0.788235294,0.704081633,0.602272727,0.863013699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.841753137,0.093827321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.696679164,0.136572596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
